number,region,comps_attended,sigs_attended,worlds_qual,trueskill,trueskill_ranking,opr,dpr,ccwm,ap_per_match,awp_per_match,wp_per_match,drive_score,auto_score
38241X,Alabama,5,0,False,19.9,3397.0,10.9,10.5,0.4,2.8,0.06,1.1,34.0,20.0
41469A,Alabama,11,0,False,24.3,477.0,17.2,7.3,9.9,4.0,0.24,1.8,54.0,34.0
47969W,Alabama,8,1,False,20.1,3207.0,8.1,10.0,-1.9,2.2,0.04,1.0,34.0,8.0
54500B,Alabama,4,0,False,17.5,5947.0,5.6,10.1,-4.5,2.5,0.0,1.1,11.0,3.0
56448C,Alabama,5,0,False,20.6,2734.0,12.0,7.5,4.5,3.4,0.0,1.5,42.0,11.0
67104A,Alabama,8,0,False,21.5,1966.0,13.9,10.5,3.4,3.6,0.11,1.2,44.0,12.0
67104B,Alabama,8,0,False,18.6,4715.0,5.8,7.9,-2.1,2.4,0.03,0.8,28.0,8.0
72390A,Alabama,3,0,False,17.7,5708.0,5.5,8.3,-2.8,2.5,0.0,0.8,20.0,0.0
72991B,Alabama,3,0,False,15.1,8403.0,3.7,11.5,-7.7,2.4,0.0,0.7,14.0,0.0
75754C,Alabama,5,0,False,18.5,4820.0,7.3,10.5,-3.2,2.9,0.08,0.9,25.0,0.0
81218C,Alabama,8,0,False,20.8,2544.0,13.4,6.7,6.7,3.1,0.07,1.2,43.0,14.0
81218D,Alabama,8,1,False,22.9,1042.0,13.3,6.8,6.5,3.6,0.08,1.5,40.0,18.0
81218G,Alabama,9,0,False,22.4,1363.0,12.3,6.8,5.5,3.1,0.04,1.2,44.0,27.0
82473C,Alabama,9,0,False,21.6,1885.0,9.9,8.3,1.6,3.3,0.06,1.0,41.0,7.0
90601A,Alabama,5,0,False,19.6,3703.0,11.6,10.1,1.5,3.8,0.09,1.1,36.0,17.0
90601C,Alabama,5,0,False,22.3,1420.0,18.9,7.9,11.0,3.4,0.03,1.4,55.0,25.0
99040E,Alabama,11,2,True,24.6,390.0,18.2,8.9,9.3,3.3,0.16,1.7,50.0,21.0
99040N,Alabama,11,2,True,26.2,96.0,19.9,8.8,11.2,4.1,0.26,1.9,53.0,33.0
99060A,Alabama,5,0,False,20.1,3207.0,6.7,8.4,-1.7,2.1,0.0,1.0,32.0,11.0
2144A,Colombia,4,2,True,22.3,1420.0,17.8,5.4,12.4,4.1,0.14,1.8,47.0,0.0
4205A,Colombia,3,1,True,20.0,3301.0,18.9,8.7,10.2,4.6,0.12,1.6,40.0,7.0
4423C,Colombia,2,1,False,13.9,9351.0,10.0,12.5,-2.6,2.8,0.06,0.9,15.0,0.0
5550A,Colombia,2,1,False,13.6,9542.0,14.9,19.8,-4.8,2.6,0.14,1.3,32.0,9.0
10821D,Colombia,2,1,False,16.9,6599.0,16.9,10.5,6.4,2.6,0.06,1.5,41.0,4.0
10821G,Colombia,2,1,False,13.6,9542.0,12.7,12.2,0.5,3.2,0.06,1.0,40.0,0.0
77008A,Colombia,2,1,False,15.4,8109.0,12.9,13.4,-0.5,2.1,0.0,1.1,19.0,0.0
77008B,Colombia,2,1,False,15.2,8308.0,12.9,13.4,-0.6,2.5,0.0,0.9,36.0,0.0
94033A,Colombia,2,1,False,15.5,8011.0,3.9,13.5,-9.6,1.4,0.0,0.6,10.0,0.0
231D,Texas,7,1,False,23.1,942.0,14.5,11.2,3.4,2.8,0.07,1.3,36.0,0.0
231N,Texas,8,1,False,24.0,566.0,13.1,6.5,6.6,3.8,0.09,1.5,35.0,0.0
285C,Texas,7,1,False,20.7,2629.0,10.9,9.8,1.1,3.6,0.05,1.4,39.0,16.0
285X,Texas,8,0,False,21.0,2371.0,7.7,9.3,-1.6,2.4,0.1,1.0,36.0,32.0
285Z,Texas,6,0,False,18.9,4403.0,8.3,8.3,-0.1,2.4,0.04,1.0,34.0,13.0
1065A,Texas,12,3,True,27.6,9.0,21.6,9.1,12.6,4.8,0.47,2.1,52.0,39.0
1380A,Texas,9,1,True,23.0,986.0,12.4,9.8,2.6,2.7,0.06,1.3,42.0,29.0
1412E,Texas,12,0,False,21.9,1688.0,10.5,11.3,-0.8,2.6,0.09,1.1,38.0,26.0
1412J,Texas,12,0,True,24.4,446.0,17.4,8.6,8.9,3.6,0.14,1.6,48.0,13.0
1718V,Texas,5,0,False,22.4,1363.0,11.4,8.4,3.0,3.8,0.11,1.2,27.0,17.0
1718W,Texas,5,0,False,18.4,4926.0,11.0,10.9,0.1,3.0,0.03,1.1,44.0,11.0
1718Y,Texas,7,0,True,21.1,2288.0,10.6,8.8,1.8,3.0,0.09,1.2,47.0,31.0
2587B,Texas,6,1,False,20.9,2458.0,10.4,14.4,-4.0,2.6,0.12,1.0,39.0,20.0
2854Z,Texas,5,0,False,22.8,1104.0,11.8,8.3,3.5,4.1,0.06,1.5,37.0,24.0
3118A,Texas,7,1,False,20.5,2838.0,11.0,10.8,0.2,2.8,0.05,1.0,37.0,28.0
3118B,Texas,7,1,True,24.1,542.0,14.8,7.7,7.1,3.7,0.24,1.8,44.0,30.0
3118C,Texas,5,1,False,20.4,2925.0,12.2,7.4,4.8,3.8,0.07,1.1,32.0,15.0
3162Z,Texas,10,0,False,23.6,730.0,15.0,7.9,7.1,3.8,0.17,1.6,47.0,34.0
3674G,Texas,8,1,False,21.5,1966.0,8.2,10.9,-2.7,3.3,0.08,1.1,36.0,14.0
4118D,Texas,6,1,True,23.0,986.0,13.5,7.4,6.0,2.7,0.06,1.0,47.0,39.0
4118J,Texas,6,1,True,23.9,611.0,17.4,9.3,8.1,4.0,0.18,1.6,45.0,3.0
5013X,Texas,6,1,True,24.1,542.0,21.7,9.8,11.8,4.2,0.31,1.9,56.0,35.0
6865D,Texas,9,0,True,25.3,220.0,14.9,8.0,6.9,3.5,0.16,1.7,49.0,27.0
6865Z,Texas,8,0,False,22.1,1546.0,9.6,6.3,3.2,3.1,0.04,1.4,44.0,0.0
7390A,Texas,6,0,False,21.9,1688.0,13.2,8.7,4.6,3.2,0.17,1.3,45.0,20.0
9204A,Texas,7,0,True,24.2,511.0,12.6,7.4,5.3,3.9,0.21,1.7,48.0,25.0
9204B,Texas,6,0,False,23.5,767.0,16.7,8.5,8.2,4.5,0.38,1.9,38.0,6.0
16329E,Texas,9,0,True,23.4,811.0,12.6,8.6,4.1,3.3,0.09,1.5,32.0,27.0
19697A,Texas,12,0,False,23.9,611.0,14.1,8.1,6.0,3.6,0.1,1.5,42.0,21.0
19697M,Texas,6,0,False,21.9,1688.0,10.4,8.1,2.3,3.6,0.08,1.4,36.0,22.0
19697U,Texas,14,1,False,22.3,1420.0,9.1,10.8,-1.6,2.8,0.07,1.0,38.0,20.0
19697W,Texas,10,1,True,23.7,695.0,14.1,10.9,3.2,3.5,0.12,1.4,40.0,24.0
19697X,Texas,10,1,False,19.2,4071.0,5.4,12.3,-6.9,2.3,0.04,0.8,36.0,12.0
19697Z,Texas,10,1,True,24.0,566.0,14.4,10.1,4.3,3.3,0.22,1.7,50.0,42.0
20002G,Texas,10,0,True,26.2,96.0,16.2,7.2,9.0,4.2,0.17,1.8,50.0,30.0
20121A,Texas,5,0,False,21.5,1966.0,10.9,8.2,2.7,2.8,0.14,1.4,25.0,0.0
22603B,Texas,6,0,False,23.0,986.0,14.4,11.5,2.9,3.0,0.14,1.2,44.0,35.0
24626B,Texas,6,0,False,20.0,3301.0,8.8,7.0,1.9,3.3,0.03,1.0,39.0,21.0
24626U,Texas,9,0,False,20.1,3207.0,8.2,11.6,-3.4,2.9,0.06,0.7,37.0,29.0
33007Y,Texas,8,0,True,26.6,54.0,20.8,7.6,13.2,4.4,0.21,1.9,56.0,59.0
33111B,Texas,8,0,False,22.4,1363.0,12.8,6.1,6.8,3.9,0.1,1.3,39.0,23.0
33111C,Texas,8,0,True,25.2,240.0,18.6,8.6,10.0,5.2,0.33,2.0,44.0,3.0
38538S,Texas,7,1,False,21.3,2133.0,9.6,8.8,0.9,2.7,0.07,1.1,40.0,24.0
44441B,Texas,4,0,False,19.6,3703.0,10.8,12.3,-1.5,2.6,0.03,1.1,26.0,18.0
44441W,Texas,3,0,False,18.2,5141.0,7.4,12.1,-4.6,2.1,0.0,0.8,42.0,19.0
63310A,Texas,6,0,False,20.3,3012.0,12.8,8.3,4.5,3.1,0.03,1.2,31.0,18.0
63310K,Texas,8,0,False,22.1,1546.0,11.6,12.6,-1.0,2.8,0.02,1.1,38.0,21.0
77360B,Texas,9,0,True,22.4,1363.0,11.7,10.9,0.8,2.3,0.11,1.2,43.0,13.0
77360Z,Texas,8,0,False,22.5,1313.0,12.5,9.6,2.9,3.9,0.14,1.4,44.0,13.0
77786F,Texas,10,0,False,22.3,1420.0,10.7,10.2,0.6,3.0,0.0,1.0,33.0,10.0
77786H,Texas,9,0,False,22.9,1042.0,11.5,9.5,2.0,3.5,0.0,1.2,39.0,9.0
77786X,Texas,9,0,False,18.6,4715.0,9.1,11.8,-2.7,2.5,0.03,1.0,40.0,21.0
83280W,Texas,9,0,False,21.3,2133.0,8.6,9.3,-0.6,3.3,0.04,1.2,27.0,0.0
83280Y,Texas,8,0,False,22.9,1042.0,14.5,8.6,6.0,4.0,0.12,1.6,44.0,8.0
89437A,Texas,8,0,False,20.7,2629.0,9.7,8.1,1.6,2.4,0.07,1.4,39.0,28.0
91923A,Texas,9,0,True,23.1,942.0,12.7,6.8,5.8,3.5,0.13,1.4,45.0,30.0
91923T,Texas,6,0,False,21.5,1966.0,9.2,6.8,2.4,4.0,0.04,1.1,32.0,17.0
1028J,Nebraska,10,0,True,25.2,240.0,13.9,4.4,9.5,4.6,0.14,1.7,38.0,23.0
68763A,Nebraska,4,0,False,16.9,6599.0,6.7,9.2,-2.5,2.8,0.0,0.8,37.0,15.0
68763B,Nebraska,4,0,False,17.9,5478.0,10.1,10.7,-0.6,2.7,0.04,0.8,29.0,14.0
68763G,Nebraska,4,0,False,18.0,5344.0,4.7,7.2,-2.5,2.4,0.0,0.9,23.0,8.0
74100A,Nebraska,3,0,False,21.3,2133.0,9.5,3.5,6.0,5.0,0.0,1.6,26.0,11.0
39E,Michigan,9,1,False,21.1,2288.0,10.4,11.0,-0.6,3.0,0.08,1.1,37.0,3.0
39G,Michigan,8,1,False,21.6,1885.0,12.0,8.5,3.5,2.6,0.14,1.1,39.0,10.0
39H,Michigan,13,2,True,23.7,695.0,15.5,12.0,3.5,3.6,0.17,1.3,53.0,54.0
39J,Michigan,9,1,False,20.2,3106.0,4.9,10.7,-5.8,1.9,0.03,0.8,26.0,18.0
39K,Michigan,11,2,True,24.7,368.0,14.3,10.9,3.5,3.6,0.22,1.5,46.0,41.0
39M,Michigan,5,0,False,19.3,3976.0,12.0,8.9,3.1,3.2,0.03,1.0,34.0,28.0
39T,Michigan,14,2,False,22.3,1420.0,8.7,10.3,-1.6,2.8,0.09,1.1,37.0,3.0
39V,Michigan,13,2,True,26.2,96.0,16.7,7.8,8.9,4.5,0.2,1.7,35.0,30.0
39W,Michigan,8,0,False,21.1,2288.0,10.2,10.9,-0.7,2.2,0.0,1.0,26.0,8.0
39Y,Michigan,9,2,False,22.4,1363.0,12.7,9.3,3.4,3.1,0.16,1.3,47.0,30.0
39Z,Michigan,10,2,False,24.1,542.0,16.2,6.7,9.4,3.2,0.06,1.4,56.0,31.0
244A,Michigan,10,0,False,22.1,1546.0,8.9,8.0,0.8,3.0,0.09,1.2,40.0,25.0
244D,Michigan,11,2,False,24.9,312.0,17.0,10.8,6.2,3.6,0.17,1.5,51.0,41.0
248A,Michigan,14,3,False,25.7,155.0,17.3,10.0,7.3,3.8,0.22,1.6,52.0,43.0
248B,Michigan,11,2,False,25.0,287.0,16.5,6.9,9.6,3.8,0.32,1.7,43.0,25.0
248C,Michigan,8,1,False,21.5,1966.0,6.4,5.6,0.8,2.8,0.07,1.2,31.0,6.0
248D,Michigan,11,3,False,26.4,79.0,18.2,8.2,10.0,3.6,0.26,1.7,54.0,44.0
288A,Michigan,13,3,False,26.7,46.0,19.4,9.0,10.4,3.4,0.23,1.7,49.0,36.0
288B,Michigan,11,2,False,24.8,334.0,13.5,9.1,4.4,3.4,0.16,1.5,44.0,29.0
288C,Michigan,13,2,False,24.9,312.0,16.2,7.9,8.2,3.6,0.28,1.6,42.0,29.0
288D,Michigan,9,2,False,21.9,1688.0,8.7,8.1,0.5,2.2,0.03,1.0,33.0,10.0
1581D,Michigan,5,0,False,21.8,1761.0,14.2,9.3,4.9,4.1,0.18,1.7,38.0,3.0
2140A,Michigan,7,1,False,21.7,1822.0,10.0,8.2,1.8,2.6,0.11,1.2,44.0,27.0
2140B,Michigan,5,0,False,21.9,1688.0,4.1,9.3,-5.2,3.1,0.04,1.2,27.0,8.0
2140C,Michigan,8,1,False,24.0,566.0,12.2,8.3,3.9,3.5,0.17,1.4,31.0,0.0
2140D,Michigan,7,1,False,24.3,477.0,13.9,7.9,6.0,3.5,0.17,1.6,43.0,24.0
2140F,Michigan,5,0,False,21.7,1822.0,7.1,6.0,1.1,3.1,0.1,1.1,42.0,32.0
2586A,Michigan,4,0,False,20.9,2458.0,13.4,8.2,5.2,3.4,0.0,1.4,18.0,0.0
3223A,Michigan,7,1,False,21.8,1761.0,7.8,8.2,-0.4,2.5,0.02,0.9,35.0,10.0
3223B,Michigan,9,1,False,22.5,1313.0,6.4,9.5,-3.1,2.9,0.14,1.1,29.0,20.0
3223C,Michigan,8,1,False,25.1,262.0,11.6,7.5,4.1,3.2,0.19,1.4,51.0,34.0
3223D,Michigan,6,1,False,21.1,2288.0,6.4,9.1,-2.7,2.8,0.07,1.0,38.0,12.0
3333W,Michigan,12,1,True,22.8,1104.0,10.3,9.9,0.4,3.4,0.17,1.3,38.0,24.0
3333X,Michigan,7,0,False,22.8,1104.0,12.2,7.6,4.5,3.7,0.11,1.3,32.0,27.0
3333Z,Michigan,5,0,False,19.8,3501.0,6.9,8.0,-1.2,2.9,0.0,1.1,30.0,13.0
3734M,Michigan,4,0,False,22.0,1618.0,15.0,13.2,1.7,3.2,0.19,1.3,41.0,21.0
4911X,Michigan,5,0,False,21.2,2203.0,7.7,5.5,2.2,2.5,0.06,0.9,38.0,13.0
7567E,Michigan,5,0,False,20.0,3301.0,10.8,11.2,-0.3,2.6,0.06,1.0,29.0,10.0
7580P,Michigan,7,2,False,24.0,566.0,17.0,11.1,5.9,3.5,0.19,1.5,53.0,19.0
7580R,Michigan,5,0,False,20.6,2734.0,12.3,8.8,3.5,2.1,0.03,1.3,30.0,5.0
7760X,Michigan,13,3,True,24.8,334.0,15.6,9.0,6.6,2.4,0.11,1.5,44.0,32.0
8031A,Michigan,7,0,False,22.7,1176.0,9.5,5.3,4.2,3.3,0.15,1.4,33.0,3.0
8341A,Michigan,9,0,False,24.0,566.0,11.8,5.6,6.2,3.9,0.14,1.6,39.0,12.0
8341B,Michigan,7,0,False,21.9,1688.0,6.0,4.8,1.2,3.7,0.03,1.1,30.0,15.0
8626K,Michigan,18,5,True,24.3,477.0,14.6,9.6,5.0,3.4,0.23,1.5,50.0,42.0
11591K,Michigan,4,0,False,17.6,5826.0,5.9,13.7,-7.9,2.7,0.0,0.8,24.0,10.0
11591R,Michigan,4,0,False,17.5,5947.0,7.0,15.3,-8.3,3.0,0.07,0.9,23.0,15.0
11591S,Michigan,7,1,True,25.8,138.0,16.5,7.5,9.0,3.9,0.25,1.7,50.0,40.0
11591Z,Michigan,3,0,False,17.3,6161.0,7.4,15.0,-7.6,2.2,0.14,1.0,28.0,13.0
13444A,Michigan,6,0,False,21.4,2059.0,13.5,12.5,0.9,3.4,0.12,1.2,40.0,13.0
13444B,Michigan,6,0,False,22.4,1363.0,12.4,11.2,1.2,2.5,0.04,1.0,18.0,0.0
13444C,Michigan,5,0,False,18.4,4926.0,8.4,13.4,-5.0,2.6,0.03,0.9,34.0,16.0
15155B,Michigan,7,0,False,25.2,240.0,18.3,3.2,15.1,4.3,0.23,1.9,46.0,26.0
23533A,Michigan,5,1,False,20.9,2458.0,9.0,14.7,-5.7,2.5,0.03,0.8,31.0,0.0
36620A,Michigan,7,0,True,24.0,566.0,12.3,7.0,5.3,4.0,0.18,1.5,39.0,37.0
36620B,Michigan,5,0,False,23.1,942.0,10.5,4.6,5.9,3.8,0.1,1.3,40.0,13.0
36620C,Michigan,5,0,False,20.4,2925.0,6.8,6.6,0.2,2.8,0.02,0.8,26.0,13.0
36620E,Michigan,5,0,False,20.6,2734.0,4.7,12.7,-7.9,2.2,0.08,0.6,26.0,3.0
36620H,Michigan,6,0,False,23.7,695.0,15.7,6.6,9.1,4.3,0.18,1.6,51.0,3.0
38053B,Michigan,6,0,False,21.7,1822.0,8.4,8.4,0.1,2.6,0.1,1.1,25.0,0.0
38053D,Michigan,6,0,False,21.1,2288.0,7.0,9.6,-2.7,3.0,0.04,1.0,25.0,29.0
38053G,Michigan,5,0,False,21.4,2059.0,9.7,8.4,1.3,2.8,0.03,1.3,40.0,6.0
40684B,Michigan,6,2,False,21.8,1761.0,14.8,12.4,2.5,2.4,0.08,1.3,48.0,24.0
40684D,Michigan,6,2,False,23.7,695.0,18.1,11.2,6.8,3.9,0.17,1.6,47.0,39.0
48768E,Michigan,3,0,False,18.8,4503.0,11.6,11.1,0.6,3.0,0.09,1.2,26.0,0.0
50480A,Michigan,5,0,False,21.5,1966.0,9.7,6.9,2.7,3.4,0.03,1.3,32.0,0.0
50480B,Michigan,5,0,False,20.4,2925.0,5.5,7.5,-1.9,2.6,0.03,1.1,26.0,0.0
63600B,Michigan,5,0,False,19.9,3397.0,3.9,7.7,-3.8,2.5,0.06,0.9,30.0,9.0
63600C,Michigan,6,0,False,21.8,1761.0,8.5,7.7,0.8,2.9,0.11,1.2,45.0,30.0
63600E,Michigan,6,0,False,24.1,542.0,11.5,7.1,4.3,4.0,0.2,1.5,42.0,17.0
63600F,Michigan,5,0,False,20.2,3106.0,5.3,11.2,-5.9,2.2,0.08,0.8,35.0,11.0
63600H,Michigan,5,0,False,19.1,4178.0,2.3,9.5,-7.2,2.1,0.04,0.7,30.0,8.0
65810A,Michigan,2,0,False,16.0,7504.0,4.7,16.6,-12.0,1.9,0.0,0.6,10.0,0.0
74485B,Michigan,6,0,True,20.3,3012.0,16.2,10.2,6.0,3.1,0.07,1.2,56.0,35.0
96715A,Michigan,6,1,False,21.3,2133.0,7.5,9.3,-1.8,3.5,0.08,1.1,32.0,3.0
96715C,Michigan,6,1,False,20.1,3207.0,8.7,10.8,-2.1,2.5,0.08,0.8,29.0,8.0
96959A,Michigan,4,0,False,15.6,7907.0,3.7,17.9,-14.2,1.4,0.0,0.3,27.0,10.0
98271A,Michigan,6,0,False,20.7,2629.0,7.7,9.5,-1.8,2.6,0.06,1.0,31.0,18.0
98271C,Michigan,5,0,False,22.9,1042.0,12.6,9.0,3.6,3.8,0.14,1.4,38.0,18.0
98725B,Michigan,10,0,True,23.6,730.0,16.6,10.0,6.6,3.4,0.07,1.4,50.0,26.0
210K,Alberta,6,1,False,23.2,895.0,18.8,9.6,9.2,3.8,0.08,1.5,53.0,46.0
210Z,Alberta,8,2,True,25.1,262.0,20.6,7.4,13.2,4.4,0.3,2.0,55.0,35.0
221A,Alberta,4,1,False,14.9,8566.0,3.4,11.5,-8.1,2.1,0.0,0.4,29.0,11.0
221B,Alberta,4,1,False,16.9,6599.0,5.3,9.5,-4.2,2.8,0.07,1.0,24.0,0.0
221E,Alberta,3,1,False,18.9,4403.0,14.2,12.9,1.3,3.4,0.13,1.5,32.0,0.0
221S,Alberta,5,1,False,20.7,2629.0,16.0,8.6,7.4,3.7,0.06,1.5,52.0,18.0
221W,Alberta,3,1,False,17.3,6161.0,9.9,11.7,-1.8,4.0,0.04,1.1,22.0,8.0
221X,Alberta,6,1,True,23.5,767.0,17.6,7.9,9.7,3.7,0.27,1.6,53.0,42.0
221Z,Alberta,4,1,False,16.1,7412.0,8.3,13.3,-5.0,2.6,0.0,0.7,22.0,3.0
2088A,Alberta,7,1,False,19.6,3703.0,5.7,10.5,-4.8,2.8,0.08,0.9,27.0,5.0
2088G,Alberta,7,1,False,21.1,2288.0,13.2,9.9,3.4,3.6,0.07,1.4,45.0,29.0
3300A,Alberta,3,1,False,17.2,6264.0,12.8,13.6,-0.8,3.0,0.04,0.9,30.0,0.0
3300C,Alberta,9,2,True,21.3,2133.0,13.0,6.0,7.0,3.1,0.15,1.4,52.0,55.0
3300E,Alberta,3,1,False,17.0,6492.0,9.8,13.1,-3.2,2.4,0.04,1.1,24.0,4.0
3388A,Alberta,5,1,False,18.9,4403.0,9.9,11.7,-1.9,3.5,0.08,1.2,24.0,38.0
3388C,Alberta,5,1,False,21.2,2203.0,17.5,9.7,7.8,2.8,0.19,1.5,55.0,27.0
3388E,Alberta,5,1,False,20.7,2629.0,15.3,4.5,10.8,3.1,0.06,1.4,48.0,11.0
3388H,Alberta,6,1,False,21.0,2371.0,11.1,13.0,-1.9,3.2,0.11,1.1,27.0,18.0
3388K,Alberta,4,1,False,19.4,3876.0,11.6,10.3,1.3,3.3,0.0,1.2,33.0,0.0
3388N,Alberta,6,1,False,18.6,4715.0,9.4,9.4,0.1,3.1,0.03,1.2,40.0,4.0
3388S,Alberta,6,1,True,23.5,767.0,17.4,8.4,9.0,3.0,0.06,1.6,59.0,47.0
3388Z,Alberta,5,1,False,16.5,7030.0,6.3,14.7,-8.4,3.0,0.0,0.8,21.0,3.0
5760A,Alberta,5,1,False,18.1,5246.0,12.4,11.6,0.9,1.9,0.03,0.8,42.0,12.0
5760E,Alberta,5,1,False,17.7,5708.0,9.7,9.7,-0.1,2.5,0.03,1.0,27.0,11.0
5760F,Alberta,5,1,False,18.0,5344.0,9.2,9.8,-0.6,3.3,0.03,1.2,20.0,3.0
9409X,Alberta,3,1,False,17.8,5588.0,11.8,11.0,0.8,3.1,0.04,1.0,40.0,22.0
9409Y,Alberta,3,1,False,17.4,6052.0,15.7,8.8,6.9,4.1,0.21,1.6,28.0,3.0
9409Z,Alberta,3,1,False,17.7,5708.0,13.1,10.3,2.7,2.1,0.08,1.0,23.0,18.0
45519A,Alberta,4,1,False,16.7,6828.0,7.2,9.9,-2.7,2.8,0.03,0.9,10.0,0.0
45519B,Alberta,4,1,False,14.3,9041.0,4.5,11.7,-7.3,2.9,0.07,0.7,35.0,0.0
45519C,Alberta,7,1,True,19.9,3397.0,8.3,10.1,-1.8,3.2,0.08,1.2,35.0,27.0
45519D,Alberta,4,1,False,16.8,6719.0,7.6,10.7,-3.1,2.9,0.03,0.7,13.0,0.0
45519E,Alberta,4,1,False,15.2,8308.0,4.6,15.7,-11.1,2.6,0.03,0.7,20.0,0.0
45519F,Alberta,4,1,False,15.2,8308.0,5.0,18.3,-13.3,1.8,0.03,0.5,26.0,0.0
45519H,Alberta,4,1,False,16.1,7412.0,6.6,9.8,-3.2,3.1,0.03,1.0,20.0,0.0
86744B,Alberta,4,1,False,16.3,7222.0,7.8,11.4,-3.6,2.4,0.0,0.7,35.0,0.0
99197A,Alberta,4,1,False,16.6,6924.0,5.6,7.5,-1.9,2.4,0.0,1.0,36.0,6.0
99197S,Alberta,4,1,False,15.8,7698.0,3.5,10.5,-7.0,1.9,0.0,0.4,10.0,0.0
99197T,Alberta,4,1,False,17.0,6492.0,8.8,11.5,-2.7,1.6,0.0,0.8,33.0,0.0
99197W,Alberta,4,1,False,16.1,7412.0,8.8,8.1,0.7,2.3,0.03,0.9,35.0,3.0
221T,Alberta,4,1,False,16.0,7504.0,3.5,10.9,-7.4,2.3,0.0,0.7,20.0,0.0
2088B,Alberta,6,1,True,21.3,2133.0,17.9,7.2,10.8,3.4,0.17,1.5,53.0,31.0
2088E,Alberta,7,1,True,21.4,2059.0,10.9,9.0,1.9,3.5,0.05,1.3,41.0,26.0
2088H,Alberta,7,1,True,20.1,3207.0,11.9,11.2,0.7,3.7,0.0,1.0,34.0,10.0
2088W,Alberta,6,1,False,17.0,6492.0,7.1,15.5,-8.4,1.9,0.03,0.7,33.0,0.0
2088X,Alberta,5,1,False,19.5,3781.0,16.2,13.2,3.0,3.0,0.07,1.2,52.0,32.0
2088Z,Alberta,4,1,False,15.8,7698.0,12.1,13.8,-1.7,2.4,0.08,1.0,38.0,3.0
5760G,Alberta,5,1,False,15.8,7698.0,3.9,9.8,-6.0,2.7,0.06,0.9,20.0,5.0
5760H,Alberta,5,1,False,17.8,5588.0,4.5,8.6,-4.1,1.9,0.0,0.9,28.0,3.0
1383A,Texas,5,1,False,18.4,4926.0,2.6,4.3,-1.8,3.0,0.03,0.9,8.0,0.0
1383B,Texas,5,1,False,15.9,7599.0,1.6,10.2,-8.7,1.6,0.0,0.1,18.0,0.0
1434A,Texas,6,1,False,19.3,3976.0,4.0,5.0,-1.0,3.1,0.03,1.1,13.0,0.0
2368A,Texas,4,1,False,17.1,6385.0,1.8,9.0,-7.2,2.1,0.0,0.8,5.0,0.0
4727A,Texas,5,1,False,20.0,3301.0,5.4,4.5,1.0,2.9,0.0,1.1,22.0,3.0
2208C,Puerto Rico,5,0,False,23.8,654.0,13.1,9.4,3.7,2.9,0.1,1.4,47.0,15.0
2208H,Puerto Rico,3,0,False,18.6,4715.0,7.7,13.5,-5.8,3.0,0.0,0.6,29.0,6.0
2226A,Puerto Rico,3,0,False,16.0,7504.0,5.3,15.8,-10.5,2.1,0.0,0.6,26.0,0.0
2240A,Puerto Rico,4,0,False,20.1,3207.0,5.7,8.5,-2.8,2.7,0.07,1.0,29.0,4.0
2240W,Puerto Rico,4,0,False,21.3,2133.0,6.4,8.3,-2.0,3.0,0.07,1.0,16.0,3.0
2240Y,Puerto Rico,6,0,True,26.4,79.0,18.9,4.7,14.3,4.1,0.21,1.9,47.0,32.0
2242A,Puerto Rico,5,0,False,20.0,3301.0,8.3,11.9,-3.6,2.4,0.04,0.7,36.0,13.0
2242C,Puerto Rico,5,0,False,20.5,2838.0,8.9,11.3,-2.3,2.7,0.09,1.2,42.0,16.0
2252R,Puerto Rico,4,0,False,23.0,986.0,13.0,9.5,3.5,3.5,0.25,1.6,36.0,17.0
2252W,Puerto Rico,4,0,False,22.3,1420.0,11.4,9.1,2.3,3.0,0.06,1.0,32.0,10.0
2252Y,Puerto Rico,5,0,True,25.3,220.0,16.2,8.0,8.1,3.0,0.18,1.8,53.0,35.0
2263W,Puerto Rico,3,0,False,17.2,6264.0,2.3,15.9,-13.6,1.5,0.0,0.6,21.0,0.0
2269A,Puerto Rico,2,0,False,16.2,7317.0,8.2,15.6,-7.3,1.5,0.0,0.8,33.0,15.0
2270A,Puerto Rico,4,0,False,20.4,2925.0,6.5,9.6,-3.1,2.8,0.03,1.0,19.0,0.0
2290Z,Puerto Rico,5,0,True,22.1,1546.0,11.7,11.3,0.4,2.6,0.07,1.2,44.0,36.0
3184A,Louisiana,7,0,False,22.7,1176.0,8.3,6.5,1.8,3.4,0.02,1.2,37.0,17.0
3184B,Louisiana,7,0,False,23.0,986.0,8.4,5.9,2.5,3.6,0.05,1.3,28.0,8.0
5884A,Louisiana,6,0,False,20.1,3207.0,5.6,10.5,-5.0,3.5,0.06,1.1,30.0,10.0
5884B,Louisiana,6,0,False,19.2,4071.0,6.2,8.2,-2.0,3.1,0.09,1.1,29.0,13.0
5884C,Louisiana,6,0,False,19.9,3397.0,5.6,9.5,-4.0,3.0,0.0,1.3,26.0,13.0
5884D,Louisiana,7,0,False,19.0,4293.0,5.5,9.8,-4.3,1.7,0.0,1.0,24.0,15.0
5884G,Louisiana,6,0,False,18.9,4403.0,5.0,9.7,-4.7,4.1,0.03,0.9,23.0,10.0
8892A,Louisiana,10,1,True,21.8,1761.0,9.2,8.6,0.6,2.8,0.0,0.8,32.0,29.0
8892R,Louisiana,8,1,False,21.9,1688.0,11.2,5.3,5.9,3.3,0.07,1.3,31.0,11.0
